commit_hash,message,is_bug_fix,category,reasoning
f6eec6f4c13654832ddfadb42670bd0f842304f8,"globals: Remove lineNumbersDefaultValue from globals struct
",False,Non-Maintenance,Tier 3 match: topic 'remove'
ac6ae391921a9e7e1dd803c177d0284c9b373c8b,"valid: Readd more argument checks in xmlAddElementDecl

Fix crashes with API fuzzer.
",True,API Logic,"The commit message explicitly mentions fixing crashes triggered by an API fuzzer and re-adding argument checks in a public API function, indicating a problem with how the API handles its inputs."
0f8543e11d0309179605ba251b5d7a147779da7b,"parser: Fix error reporting in xmlSkipBlankCharsPEBalanced

Short-lived regression.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
6a6a46f0174ed0f7034100026e2ef3c075426a0d,"doc: Fix autolink errors

Fix links, remove links to internal functions.
",False,Documentation,Tier 3 match: topic 'doc'
7bd8d1d9cc7fa2a1f9a02377de90991ceeb0fbe1,"doc: Prefix autolinks with '#'

Use `#func` instead of `func()` to ignore parameters and make all
autolinks work.
",False,Documentation,Tier 3 match: topic 'doc'
6e33d136e166eef13f39926a507eac398ab2d857,"error: Fix initGenericErrorDefaultFunc compatibility macro again

Now it really should work as before.
",True,General Logic Error,"The commit message indicates a fix for a compatibility macro, suggesting an issue with how a function was intended to behave or be called, which is a general logic problem."
8baa5de182503cee649268a3394931b031656b8d,"parser: Avoid integer overflow in xmlParseCharDataInternal

`nbchar` could overflow with larger than 2GB memory buffers which some
new APIs allow. This shouldn't affect memory safety.

Limit maximum amount of bytes passed to character callback to
XML_MAX_ITEMS (1e9).
",True,Integer,Tier 1 match: 'integer overflow'
35d04a0848d8648807672e2ac1ba73ff7bbaee3a,"README: Set expectations straight

Fixes #913.
",False,Documentation,Tier 3 match: topic 'readme'
ad346c9a249c4b380bf73c460ad3e81135c5d781,"tree: Fix integer overflow in xmlBuildQName

This issue affects memory safety and might receive a CVE ID later.

Fixes #926.
",True,Integer,Tier 1 match: 'integer overflow'
77c583e0f7fb9e281caa775b6238a500e079b55a,"valid: Readd argument check in xmlAddElementDecl

Fix crashes with API fuzzer.
",True,API Logic,"The commit message indicates a fix for crashes triggered by an API fuzzer due to a readded argument check in a public API function, suggesting an issue with how API arguments were handled."
78454e30e9799596dd4836cc3e46bec1d90ae1b1,"io: Remove xmlInputDefaultOpen

Not necessary after removal of HTTP client.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
b79cf4743b945685ace6bb5797900839e09b1c87,"globals: Fix memory leak on Windows DLL unload

Thread-local memory must be freed for the main thread as well after
4f08a1a2.

Fixes #925.
",True,Memory,Tier 1 match: 'memory leak'
ab06bfa1f6247c00b8573458aaa0f68c1f6387e9,"parser: Fix error return in xmlParseElementContentDecl

Avoid internal error later in xmlValidBuildAContentModel after
2a60ca06c.

Also avoids some unnecessary error messages.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
30cf6d0980b9ff568898eede0c0edc220786b2d5,"parser: Add XML_INPUT_USE_SYS_CATALOG

Also clean up catalog resolution and add error handling using the
global error.

Don't try to look up the resolved URI a second time.

Add some comments. Fix documentation.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
34bafa14fe421161dc81ee0042bf96c1dc315bb0,"parser: Use parser context as default in resource loader

This allows to access the original context for example when using
modules like XInclude or schemas.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
997830a33873cf36cf5e508b1ba85f5b723aa780,"tests: Always use xmlMalloc/xmlFree
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
c136118dcc44a436064767578c9850f7ab5c8bf2,"README: Mention CMake single/multi-config
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
4dc44c83ab7128ac0d3f2cc5c32258242e7756ee,"parser: Rework entity boundary check for element content

Only use depth of input stack. This makes the input ID unused
internally.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
74ea6b483cf6ffd22bd9ec67199542272546d1fe,"parser: Start using input depth for entity boundary check

Now that we make sure that PEs starting markup won't be popped
implicitly, it's enough to check that no new entities are on the stack
when checking boundaries.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
6f8ac9538cb6f6d25d2418af4d01e3a843eed003,"valid: Don't use element namespace for attributes

This makes no sense. Unprefixed attributes never have a namespace.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
5ec83f774162369ad45b38f9a0973ccc760fbf9a,"valid: Remove duplicate #FIXED check for namespaces

Unlike the comment indicates, this is already checked.
",False,Documentation,Tier 3 match: topic 'comment'
7c10fff265b86029683f753df835115f28022a77,"valid: Don't validate twice in xmlAddAttributeDecl

This should only be done in xmlValidateAttributeDecl.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
db65b2fc51ef0d6e4d2e9dc65ba12fe948da49f3,"SAX1: Align handling of default attributes with SAX2

The SAX1 parser is legacy code, but it seems more maintainable to align
it with SAX2.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
e4cbc295fa97f3c290cec8b243bd96ebdaa3dab2,"parser: Check attribute normalization standalone constraint

To fully implement ""VC: Standalone Document Declaration"", we have to
check for normalization changes caused by non-CDATA attribute types
declared externally.

Fixes #119.
",False,Feature/Enhancement,Tier 3 match: topic 'implement'
682195c8698fc1d2c349188cc94a0418f9d29a31,"parser: Fix ""Proper Declaration/PE Nesting"" validity constraint

Now that we handle ""WFC: PE Between Declarations"" correctly, we can turn
""Proper Declaration/PE Nesting"" from a WFC into VC as specified.

Fixes #118.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
74ff6c002846666f9750a4c2c224f16f676f64ea,"error: Fix line number in entities

Allow line numbers from more domains, see code above.
",True,General Logic Error,"The commit fixes an error in how line numbers are handled for entities, implying a flaw in the program's internal logic for processing or associating this data, but it doesn't clearly fall into API, performance, output, state, memory, integer, or concurrency categories."
2f3655c9c3c6ab8c1fdab17e7afe4080ad7ffc1b,"parser: Pop PEs that start markup declarations explicitly

We currently only handle ""Validity constraint: Proper Declaration/PE
Nesting"", but we must detect ""Well-formedness constraint: PE Between
Declarations"" separately:

> The replacement text of a parameter entity reference in a DeclSep must
> match the production extSubsetDecl.

PEs in DeclSeps are PEs that start with a full markup declaration (or
another PE). These are handled in xmParse{Internal|External}Subset. We
set a flag on these PEs and don't close them implicitly in
xmlSkipBlankCharsPE. This will make unterminated declarations in such
PEs cause a parser error. The PEs are closed explicitly in
xmParse{Internal|External}Subset, the only location where they are
allowed to end.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
2a60ca06c0858d76f46c0f7ca166045e83616a9c,"valid: Don't check enum values

Rely on the parser to pass valid arguments.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
4aa7192f2153108a19fc6d6e40137a4da39454db,"tests: Add dtor for xmlElementContent in testapi.c
",False,Feature/Enhancement,Tier 3 match: topic 'add'
fc1cabc822569ba6c0e2c9217cf7f33f49377ec7,"valid: Also raise duplicate ID error without validation support

Whether an error is raised should not depend on config options.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'validation'
dd1961e0d8395639054234d5ddc57ab96346a5f4,"valid: Skip more validity checks if not validating
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
6c2bd9758f0c81e83215a753b71f801023582721,"valid: Don't validate unused default attributes

See erratum E9 of XML 1.0 Second Edition.

See #120.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
fca0860d6ce4904873c7fe0bdd1f2b555afa23d1,"tree: Deprecate public struct members related to DTDs

Let's deprecate these members for now. If these are really used, they
can be undeprecated later.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
3ab040c203afa8de1e8ac3561f65e93da7ed5912,"Fix unidiomatic use of vsnprintf().

* Don't terminate an already-terminated buffer.
* Consistently use 1024-byte buffers.
* While here, consistently use ap for a va_list.
",True,Standard Library Misuse,Ambiguous bug classified by LLM
8ea253b895e09161e44774a4a222ec19d2fc3d9e,"Remove bogus casts.

* Casting a string literal to `char *` and then immediately passing or
  assigning the result to a `const char *` makes no sense.
* There is no need to cast `int` to `Py_ssize_t` as they have the same
  sign and the latter is at least as wide as the former.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
7c9b55356d77957fa0bd881f1c766ee1e65a4f77,"doc: Document unused error domains
",False,Documentation,Tier 3 match: topic 'doc'
47aca2c6c9419d0d75b30a692951496e8cde08b8,"parser: Only check validity contraints when validating
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
3a68d0b7a8c04ebce7217140a38397a71c1cd49d,"SAX2: Handle xml:id errors separately
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
172550d2251fa531d1f445a1354af048cc4dee8f,"parser: Only validate EnumerationTypes when requested

This has quadratic behavior and is only a validity constraint.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
7008740a964811360ece29de27e607a45e96b4ba,"parser: Consolidate scanning of XML Names

Use new productions by default.

Fixes #194.
Fixes #364.
See #707.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
657254a87fd259d6a78ae2462e26529c6c90b1f8,"parser: Factor out xmlIsNameCharNew/Old
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
315bd443c51efe0a0c010301c48ce1c872940756,"meson: Switch to cfg_data.set10()
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
4e5945fc3c30ca49d0d5d8fc2520472b2df8d515,"cmake: Avoid overlinking with non-CMake libxml2-config.cmake

Align libxml2-config.cmake generated by Autotools and Meson with the
CMake version and only add dependencies to libraries when linking
statically. Also set LIBXML_STATIC for static builds.

Fixes #918.
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
faaa01b8c1e541b9b316448a7ca1564f2aa973c8,"cmake: Make iconv a private dependency

This was only needed for the headers before 2.14.
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
70e5d664ead1a8f3ee71c8382e97b4b4ea061675,"doc: Don't document deprecated headers
",False,Documentation,Tier 3 match: topic 'doc'
7c82391c64c41196d87f66d8f183fdae46873915,"codegen: Factor out code to generate range tables
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
502c5f658a6f9c85dcac5aaf8a247f343fece0b9,"meson: Dependency on directory doesn't work
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
210f5a37467d9d3c2e347e69bfc2111c4a2c1ee4,"chvalid: Mark functions as deprecated
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
954aae907d9b7bd8cb92b8bbbf383b0330b70d92,"doc: Improve regexp documentation
",False,Documentation,Tier 3 match: topic 'doc'
cbad60ff81009ef8f7c225061a1bb12b3cfb1faa,"xmllint: Remove unused macros
",False,Non-Maintenance,Tier 3 match: topic 'remove'
2132150d084973d303b6981725c847e532da581b,"xmllint: Switch to xmlCtxtGetDocument
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
c5b45fbc07b2639d5780084c764b5af1a12bb07b,"doc: Misc fixes
",False,Documentation,Tier 3 match: topic 'doc'
c4926b19d3887565f33035728e3ade54958740b9,"codegen: Merge xmlunicode.c into xmlregexp.c

Include generated parts.

Generate xmlChRangeGroups instead of functions for Unicode blocks.
",False,Non-Maintenance,Tier 3 match: topic 'merge'
4cb767e96e6ff0cd98e4e6d6881dcc351c143fb8,"codegen: Only generate tables for character ranges

The rest can be easily maintained manually.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
770c6decd8ac5df168498f9d992023787c366191,"buf: Remove ABI compatibility hack

I think this was required when some struct members like
xmlParserInputBuffer::buffer were changed from xmlBuffer to xmlBuf (20+
years ago).

Unfortunately, I missed the opportunity to align xmlBuffer with xmlBuf
before the ABI break.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
344190dbf66e27f6a10deb9e3b87141e4799045b,"doc: Document deprecated xmlThrDef* functions
",False,Documentation,Tier 3 match: topic 'doc'
6f4b452742bfcfa1fce817f205ceb0508f720b8b,"parser: Stop using ctxt->linenumbers

I think this was used to avoid setting the `line` member before it was
added (20+ years ago).
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
5ce48ec131ff6ad34be94a5acd30e75cba616f8b,"SAX2: Rework xmlSAX2Text

Simplify and make more readable.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
d834437b59992c1011d4c4e99376a8c2d135b489,"python: Add deprecation warning
",False,Build/CI/Tests,Tier 3 match: topic 'warning'
a05fa9a905c4b1cde4b5b0410cc1f0c5a9290c34,"codegen: Rerun codegen scripts
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
258d8706291cc8289598e14efc3fdc0ce0f6f575,"codegen: Consolidate tools for code generation

Move tools, source files and output tables into codegen directory.

Rename some files.

Adjust tools to match modified files. Remove generation date and source
files from output.

Distribute all tools and sources.
",False,Refactoring,Tier 3 match: topic 'rename'
0d34d690c4445168e53970593bb2db9dce7912a0,"README: Update configuration options

Python is disabled by default now. Mention --prefix.
",False,Build/CI/Tests,Tier 3 match: topic 'python'
adfbeb7e08c0fb1a6e8d3120cab7de35563a6445,"doc: Stop using *Ptr typedefs in documentation
",False,Documentation,Tier 3 match: topic 'doc'
a40f36e7f2e801cffb8e7cd1d89fea0e2fe73b4e,"include: Stop using *Ptr typedefs in public headers
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
0da20b834f5883a7309f083f61a6000c55369fc2,"autotools: Quote filenames in doc/Makefile.am
",False,Documentation,Tier 3 match: topic 'doc'
2d83a84ca60541558a5b43b73dc602cb5e34e0a8,"doc: Misc improvements
",False,Documentation,Tier 3 match: topic 'doc'
87087def4ed5537039bafd9b590fde719ef56bcc,"tests: Remove result files committed by accident
",False,Non-Maintenance,Tier 3 match: topic 'remove'
d6151c2337ecc8d728f0b61ec4c55d0e14c96dbd,"libxml2.doap: Remove inactive maintainer
",False,Non-Maintenance,Tier 3 match: topic 'remove'
af4fae5ae324347b06d6cb3bd4e614c69ca9d811,"html: Add some comments regarding HTML5 serialization

It seems that the specification of the HTML output method in XSLT 1.0
had a lot of influence on how the HTML serializer in libxml2 ended up:

https://www.w3.org/TR/xslt-10/#section-HTML-Output-Method

There are two remaining behaviors suggested by XSLT 1.0 that don't match
the HTML5 fragment serialization algorithm:

We escape non-ASCII characters in URI attributes (the list of which is
probably outdated). This was originally recommended in appendix B of the
HTML 4.01 spec, but only for user agents:

https://www.w3.org/TR/html401/appendix/notes.html#h-B.2.1

From my experience, any tool that processes HTML should escape as little
as possible. For example, we used to escape many more characters which
are invalid in URIs, but often used in template languages. (Note that we
still escape whitespace and control chars.) Nevertheless, I guess that
some libxslt users continue to expect this behavior from libxml2.

Then we collapse Boolean attributes using an outdated list. This is
mostly a cosmetic issue, but a somewhat important one for libxslt users.

We probably need a serialization option for the xmlsave module that
enables fully HTML5-conformant output.
",False,Refactoring,Tier 3 match: topic 'cosmetic'
b0234633e7d5548124324c990dd62341543f2f7b,"encoding: Preserve original encoding label

When using built-in encodings, the label would be normalized which
causes various issues. We now create a copy of the handler with the
original name.

This is somewhat dangerous as it will require users to free built-in
encodings with xmlCharEncCloseFunc. But to handle the general case, this
was already required.

Fixes #916 in another way than originally proposed.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
fcb7a777ce19ff2bef020ed2966a0c96e4f4da4c,"io: Make xmlOutputBufferCreate* not free encoder on error

Revert a530ff12 which was an inadvertent API change.
",True,Memory,Tier 2 match: fix keyword + priority topic 'free'
5b71dca61397021a686ee2e722b8bdb541b0419b,"Fix -Wunterminated-string-initialization warnings

Don't use strings for table.
",True,Type System,Ambiguous bug classified by LLM
cdce17c3cb01435833cf4dd197b1d0cfc6786af2,"html: Only map HTML encodings from meta tag
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
19b99311849bbbbdf40474ebcf9c2d15c8a55e63,"encoding: Fix -Wswitch warning
",False,Build/CI/Tests,Tier 3 match: topic 'warning'
39ae5d126598b14f9fcb3da5e2e76acc378ea307,"save: Add NULL check in xmlBufDumpEntityContent

Short-lived regression.
",False,Build/CI/Tests,Tier 3 match: topic 'regression'
c2929b5dd3ecce49de79e232686a2fe072809d12,"html: Ignore namespaces when handling meta tags

Revert to old behavior to fix issues with XHTML documents.
",False,Non-Maintenance,Tier 3 match: topic 'revert'
4df8d55742718420f64dffb54f96f785b4244866,"io: Fix stack use after scope

Short-lived regression.
",False,Build/CI/Tests,Tier 3 match: topic 'regression'
f0983199e821ef7a5fe57c7eeb7fb06dd9664138,"html: Map some encodings according to HTML5

Windows-1252 is a superset of ISO-8859-1 and should be used instead.
Same for ASCII.

Also map UCS-2 and UTF-16 to UTF-16LE.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
93f671064e28c3a4ab7ff6bc1d13c3533ebd174c,"encoding: Add HTML5 aliases
",False,Feature/Enhancement,Tier 3 match: topic 'add'
628006f45708910273966699bf29cb940a0c6e5d,"encoding: Add windows-1252

Fixes #915.
",False,Feature/Enhancement,Tier 3 match: topic 'add'
a7016baea6c5de9884866be888a182bc6d1f5627,"tools: Remove unnecessary data from iso8859x.inc
",False,Non-Maintenance,Tier 3 match: topic 'remove'
c92374f1b8f4cfd0490afc4ff51e47f71f878485,"tools: Recreate script to generate iso8859x.inc

The script to create these tables was never committed to version
control.
",False,Non-Maintenance,Tier 3 match: topic 'version'
f602c0c186cb09d8709a3550a89cd27dbafdf83f,"html: Rework serialization of meta encoding attributes

Don't allocate memory.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
7654c2efc001419298c22c6cd02401134001baff,"html: Rework serialization of URIs

Don't allocate memory.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
bd777e4f42336c3ad3dcf9d0ab15d3f87a2b7426,"html: Speed up htmlIsBooleanAttr

This is used when serializing.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
825f3a9d0c6f1769eb277efa1a773485a87f11ee,"html: Always serialize attributes with double quotes

Align with HTML5.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
5c4cc456a4fb64655ca6c5bd37532bc77495875a,"html: Escape encoding in meta tags
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
0674ccb7cb72d60923380f5f4262b18d274e291b,"html: Stop omitting end tags when serializing

Align with HTML5.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
05b8fe0a06b2a7a819b0fa68ece1f16acc511768,"html: Don't escape RAWTEXT and PLAINTEXT

Align with HTML5.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
809ded586becbeb73b2f5ecb4bf57dd64a402368,"html: Add more empty elements

Add empty HTML5 elements <bgsound>, <keygen>, <source>, <track> and
<wbr>.

Make <embed> an empty element.
",False,Feature/Enhancement,Tier 3 match: topic 'add'
5f8ebc880947db12d5b523dc08ae455ca8f9e0bc,"save: Avoid xmlOutputBufferWriteQuotedString

xmlOutputBufferWriteQuotedString should be reserved for things like
system IDs.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
0d81d6f8117dad79a5eb7cc62a83a331334d97d0,"html: Use xmlOutputBufferWrite if possible
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
89fcfe3a29cade6cd20f34280a85ed7b75bf3612,"html: Start to use xmlSerializeText

Avoid temporary copy to speed up serialization.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
777e2adf77491f6e8ae327d12eb205a77dfe7297,"io: Consolidate escaping code

Use generated table approach of xmlSerializeText for xmlEscapeText.

Move most code to xmlIO.c.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
cdaf657ffbbab5dffa83b17c140fd68497ad82fc,"html: Don't escape < and > when serializing attribute values

Align with HTML5.

This will break some test suites.
",False,Build/CI/Tests,Tier 3 match: topic 'test'
e0e0a1f0f5a682de96cd8613982ae69be5ee7b6b,"html: Remove special handling of &{...} when serializing

See https://www.w3.org/TR/html401/appendix/notes.html#h-B.7.1

Align with HTML5.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
dad11630781942cce95785e6fe1becab2dd9e735,"entities: Always replace invalid chars when escaping

The previous refactor painstakingly recreated the different behavior of
separate functions that were merged. It makes

Optimize IS_CHAR check for non-ASCII chars.
",False,Refactoring,Tier 3 match: topic 'refactor'
c8cea39d8aca1339fefb6fd51796b6394a8163b7,"save: Fix serialization of attribute defaults containing &lt;

Long-standing bug that produced invalid XML.
",True,Incorrect Output/Calculation,"The commit fixes a bug where the serialization process produced invalid XML output due to specific characters, indicating an incorrect data representation."
971038e59f660ff9ff2ce455c13092dabb7e70ae,"html: Call lower-level escaping functions

Removes the need to pass a document around.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
63535d3922366a2fe009d42fd89cdf948d3ac18f,"tree: Make xmlNodeListGetStringInternal work with escape flags
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
442c1903afa43a11995674cdfed6fffec7a35888,"doc: Fix some damage from automated conversions

Add some newlines, fix returns.
",False,Documentation,Tier 3 match: topic 'doc'
98a61c9dff7dd877ab68c3394ddc3a7800eb03c6,"doc: Fix briefs in tree docs
",False,Documentation,Tier 3 match: topic 'doc'
4b4bc15acff2f81cc8f21e9d8aa9fef0f26779b0,"doc: Misc fixes to buffer docs
",False,Documentation,Tier 3 match: topic 'doc'
ad390a5d14b5b5be3a73362b6a3f1dd75764fcc7,"parser: Set doc properties in endDocument SAX handler
",False,Documentation,Tier 3 match: topic 'doc'
c7c496434205bb51aa8873e434ca282bbb8d1fe4,"html: Move DTD creation to endDocument SAX callback
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
46f05ea4d5a6b3ad86c148dc4cc0cfbfae01d5ff,"html: Rework meta charset handling

Don't use encoding from meta tags when serializing. Only use the value
in `doc->encoding`, matching the XML serializer. This is the actual
encoding used when parsing.

Stop modifying the input document by setting meta tags before
serializing. Meta tags are now injected during serialization.

Add full support for <meta charset=""""> which is also used when adding
meta tags.

Align with HTML5 and implement the ""algorithm for extracting a character
encoding from a meta element"". Only modify the encoding substring in
Content-Type meta tags.

Only switch encoding once when parsing.

Fix htmlSaveFileFormat with a NULL encoding not to declare a misleading
UTF-8 charset.

Fixes #909.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parsing'
9aaa52fe489538a90eb1499a68aae0df6cb0a4fa,"tree: Make xmlNodeAddContent work with attributes
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
655ac5f851517dfa4e619d1888c8fa0c20b11a3d,"html: Add comment regarding hack for XML documents
",False,Documentation,Tier 3 match: topic 'comment'
f3a080bc487e9ae02b92a46c728be4c96006cd48,"html: Ignore U+0000 in body text

Align with HTML5. Fixes #908.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
a1e83b24010c4495d38926dcd7eaa3accae5bba9,"io: Fix negation of potentially unsigned value
",True,Integer,Ambiguous bug classified by LLM
b3854fe964ef0fd7a66e958c2e0c8fa830bfdfb9,"reader: Fix null deref on malloc failure

Short-lived regression from 177067ea.
",True,Memory,Tier 1 match: 'null deref'
6684eb9350f0e69aa535d34eec0d470aa030c0e4,"fuzz: Fix out-of-tree build
",False,Build/CI/Tests,Tier 3 match: topic 'build'
6bd380ce1c747d5e72ca663a5281846de4c9e340,"fuzz: Update README
",False,Documentation,Tier 3 match: topic 'readme'
967df734c5ddc4779ac461c4f316f8db063dde28,"malloc-fail: Handle malloc failure in xmlSchemaCopyValue

Avoid null pointer dereference. Fixes #905.
",True,Memory,Tier 2 match: fix keyword + priority topic 'malloc'
4ed71574069488ab86f7a308aec0242460d59770,"python: fix use-after-free in functions xmlPythonFileReadRaw(), xmlPythonFileRead()
with python2.

Fixes #910.
",True,Memory,Tier 1 match: 'use-after-free'
38ea8fa9dea1ff4777c17581350795a3691ee88a,"doc: Fix varargs
",False,Documentation,Tier 3 match: topic 'doc'
9bbffec568d3e3543d425cc2cda291b141f5e5ea,"doc: Move brief to top, params to bottom of doc comments
",False,Documentation,Tier 3 match: topic 'doc'
7bc7ae9db3fd5629f6ae103698a046fe9d043f9e,"doc: Enable Doxygen autobrief
",False,Documentation,Tier 3 match: topic 'doc'
ab13fbfd688d12578cc11fb244c0e727e5d5db43,"doc: Misc fixes to error docs
",False,Documentation,Tier 3 match: topic 'doc'
b1685459a30ae533f5fb902668005df9e1506f87,"doc: Misc fixes to xmlsave docs
",False,Documentation,Tier 3 match: topic 'doc'
7d689fabda4745aa3e153e164d68a494f5fd846e,"doc: Fix doc installation with Autotools
",False,Documentation,Tier 3 match: topic 'doc'
7b59e74c5f39c4e4fe6247800319fd0d02a666df,"doc: Always use case sensitive filenames with Doxygen

Avoid platform-specific behavior.
",False,Documentation,Tier 3 match: topic 'doc'
298f70b3d7c4616d58d0cc7f2e103ec5a8d7adfc,"doc: Misc fixes to HTML tree docs
",False,Documentation,Tier 3 match: topic 'doc'
18d20a68bc21d9516110294478dfccfee4f3e814,"doc: More fine-grained redirects for old pages
",False,Documentation,Tier 3 match: topic 'doc'
80b6429fb38e90e731e5f1f4f3cf7b4a16cbd012,"doc: Misc fixes to encoding docs
",False,Documentation,Tier 3 match: topic 'doc'
81ac2e27fd2b02957b4cbdbf563152a77fa92d33,"doc: Misc fixes to valid docs
",False,Documentation,Tier 3 match: topic 'doc'
714decd6d685817c31eca02187294d9c99b08fd5,"doc: Misc fixes to entities docs
",False,Documentation,Tier 3 match: topic 'doc'
f38f3e7b2511181d1207ca67b4a816c331e9550f,"doc: Misc fixes to IO documentation
",False,Documentation,Tier 3 match: topic 'doc'
e6cfd04994ac5d813f0632cb5cde213f0bd418f0,"doc: Misc fixes to tree docs
",False,Documentation,Tier 3 match: topic 'doc'
1bf44f09ba7d4552d4d78ee2f73c2c608ef67ab6,"doc: Misc fixes to parser docs
",False,Documentation,Tier 3 match: topic 'doc'
b7274fb02fcd14902c50e3c3dbd5538bc904479e,"doc: Misc fixes to HTML parser docs
",False,Documentation,Tier 3 match: topic 'doc'
411f30ef2a3643ad72369ba262e7567b38a5ae95,"doc: Don't document legacy HTML parser macros
",False,Documentation,Tier 3 match: topic 'doc'
4a010875854648961876f7a3f870f34170689c42,"doc: Move parser option docs to enum
",False,Documentation,Tier 3 match: topic 'doc'
0173fac786104aea7b0c1cc19988fb49aef25f89,"gitlab-ci: Only build documentation once per CMake platform
",False,Build/CI/Tests,Tier 3 match: topic 'build'
a449c5fde3315aa78b03e4546891bd05cca141cc,"catalog: Deprecate some functions
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
306b8bf28dc9fd427c03930963b719e2635e782a,"autotools: Remove -DSYSCONFDIR

This is handled in config.h now.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
075283d49d5ebb8533e87362467218449761437d,"xlink: Deprecate remaining public function

This was never finished.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
05d0f59221212d7a0696bcd4be1b470bc1eaf11a,"python: Skip __xml thread-local accessors

So we can remove conditional directives for Doxygen.
",False,Build/CI/Tests,Tier 3 match: topic 'python'
9f496fdb8c19b8a3c1e1b8a0a4fdc50108814ba8,"xmllint: Return early on invalid args

At this point, no memory was allocated and xmllintOom wasn't
initialized. Return immediately on invalid args to avoid triggering
false positive unreported OOM errors when fuzzing.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
488939b6a18ae4e9a2f487141c71d08611698a80,"gitlab-ci: Enable documentation in more tests
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
8c032073eb82754ed9a51e61625b53efeb333e06,"doc: More Doxygen cleanup

- Move Doxyfile into doc directory
- Add files to EXTRA_DIST
- Remove conversion script
- Add docs to Meson summary
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
e9366ffbc4ed930c1a4d85749429fcd63828814d,"tests: Remove XSTC Python tests

I think this has been ported to runsuite.c.

Convert part of Makefile.am into a script to download the test suite.
",False,Build/CI/Tests,Tier 3 match: topic 'test'
